QuestionID,カテゴリ番号,属性ペア,うわさの内容,interest_データ数,interest_平均値,interest_SD,AOI_データ数,AOI_平均値,AOI_SD,privacy_データ数,privacy_平均値,privacy_SD,polarity_データ数,polarity_平均値,polarity_SD
1.0,7,M3-F3,Aさんはテストはいつも赤点だ,12,3.3333333333333335,1.7232808737106582,12,4.333333333333333,1.1547005383792515,12,6.083333333333333,1.729862492345632,12,1.6666666666666667,0.8876253645985944
1.0,7,M4-F4,Aさんはテストはいつも赤点だ,12,3.5,1.5666989036012806,12,4.5,1.8829377433825436,12,5.75,1.1381803659589922,12,1.4166666666666667,0.5149286505444373
1.0,8,M1-F1,Aさんは新型のスマートフォンを手に入れた,12,4.833333333333333,1.7494587907710375,12,2.6666666666666665,1.2309149097933272,12,2.5,1.087114613009218,12,6.166666666666667,0.937436866561092
1.0,8,M2-F2,Aさんは新型のスマートフォンを手に入れた,12,3.4166666666666665,2.151461800448216,12,2.0,0.9534625892455924,12,2.1666666666666665,1.1934162828797101,12,6.166666666666667,0.7177405625652734
1.0,8,M3-F3,Aさんは新型のスマートフォンを手に入れた,12,4.5,1.6787441193290353,12,2.5833333333333335,1.0836246694508318,12,2.9166666666666665,1.7816403745544227,12,5.666666666666667,0.7784989441615229
1.0,8,M4-F4,Aさんは新型のスマートフォンを手に入れた,12,3.6666666666666665,1.497472618255253,12,2.6666666666666665,1.1547005383792517,12,2.75,1.5447859516333116,12,6.25,0.7537783614444091
1.0,9,M1-F1,Aさんは自宅のキッチンでパスタを作っている,12,4.5,1.7837651700316894,12,1.6666666666666667,0.6513389472789296,12,2.4166666666666665,1.8319554050414562,12,5.833333333333333,0.9374368665610923
1.0,9,M2-F2,Aさんは自宅のキッチンでパスタを作っている,12,4.25,2.3403573930647275,12,2.0833333333333335,1.3113721705515065,12,2.6666666666666665,1.775250729197189,12,5.75,0.8660254037844386
1.0,9,M3-F3,Aさんは自宅のキッチンでパスタを作っている,12,3.8333333333333335,1.6422453217986943,12,1.5833333333333333,0.7929614610987591,12,2.3333333333333335,1.3706888336846839,12,5.25,1.0552897060221726
1.0,9,M4-F4,Aさんは自宅のキッチンでパスタを作っている,12,3.3333333333333335,1.3026778945578592,12,1.75,0.7537783614444091,12,2.1666666666666665,1.5275252316519465,12,5.416666666666667,0.9003366373785199
